,0,1,infos,street,geocoded
286,4598,"([None, None, None], None)","[None, None, None]",,"[-1.0, -1.0]"
287,4599,"(['PAGE TITLE: Home ', ['impressum.html'], None], 'Hinter der Bahn 15 D - 31603 Diepenau')","['PAGE TITLE: Home ', ['impressum.html'], None]",Hinter der Bahn 15 D - 31603 Diepenau,"[51.27476, 6.79986]"
288,4600,"([None, None, None], None)","[None, None, None]",,"[-1.0, -1.0]"
289,4601,"(['2018 S.HEIDORN.txtNew {word-wrap:break-word;text-align:start;}', ['https://www.heidorn-heemsen.de/impressum'], None], 'NO!')","['2018 S.HEIDORN.txtNew {word-wrap:break-word;text-align:start;}', ['https://www.heidorn-heemsen.de/impressum'], None]",NO!,"[51.27476, 6.79986]"
290,4602,"([None, None, None], None)","[None, None, None]",,"[-1.0, -1.0]"
291,4603,"(['PAGE TITLE: DSB2 - Digitales Schwarzes Brett', ['/impressum'], None], 'Hamburger Allee 2-4 30161 Hannover')","['PAGE TITLE: DSB2 - Digitales Schwarzes Brett', ['/impressum'], None]",Hamburger Allee 2-4 30161 Hannover,"[51.27476, 6.79986]"
292,4604,"([None, None, None], None)","[None, None, None]",,"[-1.0, -1.0]"
293,4605,"(['PAGE TITLE: Startseite ', ['https://www.rwg-leese.de/impressum/'], None], 'NO!')","['PAGE TITLE: Startseite ', ['https://www.rwg-leese.de/impressum/'], None]",NO!,"[51.27476, 6.79986]"
294,4606,"([None, None, None], None)","[None, None, None]",,"[-1.0, -1.0]"
295,4607,"([""2018 DBL ImpressumDatenschutzSitemap     YouTubeXINGIhre FavoritenKontaktBlogDownloadsKundenportal                         Die neue Premiumkollektion - DBL Meisterstück  Ab 1. Oktober 2018 exklusiv im Leasing der DBL.  Jetzt testen           Berufskleidung mieten - warum nicht gleich in Ihrer Nähe?  Stark in der Region, deutschlandweit vernetzt. Zur Auswahl          Schutzkleidung? Dauerhaft normgerecht.  So bleibt Ihre Mietschutzkleidung auch nach der Wäsche sicher. Zur Mietschutzkleidung          Schmutzfangmatten mieten - eine saubere Sache  Saubere Matte kommt, verschmutzte Matte geht. Sie profitieren dabei von mehr Sauberkeit. Zu Schmutzfangmatten          Der passende Textilservice für Ihr Unternehmen  Aussuchen, anprobieren, anziehen – alles andere übernehmen wir. Zum Textilservice           Eggers Textilpflege GmbH           Unser Kollektions- berater                Ihr regionaler Ansprechpartner                  Der DBL-  Textilservice     Unsere Zusatzservices     Mietfußmatten         Unsere Mietfußmatten           Arbeitsschutz-Kaufartikel         DBL Arbeitsschutz Kaufartikel                       Die DBL-Reparatur-App                   Order-Information           Verpassen Sie nichts             Newsletter   Tragen Sie sich in unseren Newsletter ein.     Anmeldung Newsletter               Blog   Das Neueste aus dem DBL-Verbund.     Zu unserem Blog               Offene Stellen   Karriere bei DBL Eggers.     Jobangebote              Jessica Lange tel: +49 5722 9595 0jessica.lange(at)dbl-eggers.de     Service-Mail \xa0Sie haben Fragen? Schreiben Sie uns:info[at]dbl-eggers.de     Rufen Sie uns an \xa0Lassen Sie sich gerne telefonisch beraten.+49 5722 9595 0           E-Mail info(at)dbl-eggers.de    Service-Hotline +49 5722\xa09595\xa00    Anschrift Kurt-Rabe-Straße 1 - 31675 Bückeburg       Downloads Image- und SystemprospekteKollektionen MietberufskleidungNormenprospektMietfußmattenZusatzservicesRechtliche Informationen    DBL-Sortiment MietberufskleidungMietschutzkleidungMietfußmattenWaschraumhygieneArbeitsschutz-Kaufartikel    Unsere Neuigkeiten Schutzkleidung richtig pflegenBerufskleidung für AzubisCorporate Fashion einführenUmgang mit SchmutzfangmattenHygiene der BerufskleidungDas Logo auf die Matte bringen      © 2018 DBL ImpressumDatenschutzSitemap                                                                                                                                                 window.cookieconsent_options = { expiryDays: 365, learnMore: 'Weitere Informationen.', dismiss: 'OK', message: 'Diese Webseite verwendet Cookies.', link: '/datenschutz.html', };     "", ['/impressum.html'], None], 'Kurt-Rabe-Str. 1 31675 Bückeburg')","[""2018 DBL ImpressumDatenschutzSitemap     YouTubeXINGIhre FavoritenKontaktBlogDownloadsKundenportal                         Die neue Premiumkollektion - DBL Meisterstück  Ab 1. Oktober 2018 exklusiv im Leasing der DBL.  Jetzt testen           Berufskleidung mieten - warum nicht gleich in Ihrer Nähe?  Stark in der Region, deutschlandweit vernetzt. Zur Auswahl          Schutzkleidung? Dauerhaft normgerecht.  So bleibt Ihre Mietschutzkleidung auch nach der Wäsche sicher. Zur Mietschutzkleidung          Schmutzfangmatten mieten - eine saubere Sache  Saubere Matte kommt, verschmutzte Matte geht. Sie profitieren dabei von mehr Sauberkeit. Zu Schmutzfangmatten          Der passende Textilservice für Ihr Unternehmen  Aussuchen, anprobieren, anziehen – alles andere übernehmen wir. Zum Textilservice           Eggers Textilpflege GmbH           Unser Kollektions- berater                Ihr regionaler Ansprechpartner                  Der DBL-  Textilservice     Unsere Zusatzservices     Mietfußmatten         Unsere Mietfußmatten           Arbeitsschutz-Kaufartikel         DBL Arbeitsschutz Kaufartikel                       Die DBL-Reparatur-App                   Order-Information           Verpassen Sie nichts             Newsletter   Tragen Sie sich in unseren Newsletter ein.     Anmeldung Newsletter               Blog   Das Neueste aus dem DBL-Verbund.     Zu unserem Blog               Offene Stellen   Karriere bei DBL Eggers.     Jobangebote              Jessica Lange tel: +49 5722 9595 0jessica.lange(at)dbl-eggers.de     Service-Mail \xa0Sie haben Fragen? Schreiben Sie uns:info[at]dbl-eggers.de     Rufen Sie uns an \xa0Lassen Sie sich gerne telefonisch beraten.+49 5722 9595 0           E-Mail info(at)dbl-eggers.de    Service-Hotline +49 5722\xa09595\xa00    Anschrift Kurt-Rabe-Straße 1 - 31675 Bückeburg       Downloads Image- und SystemprospekteKollektionen MietberufskleidungNormenprospektMietfußmattenZusatzservicesRechtliche Informationen    DBL-Sortiment MietberufskleidungMietschutzkleidungMietfußmattenWaschraumhygieneArbeitsschutz-Kaufartikel    Unsere Neuigkeiten Schutzkleidung richtig pflegenBerufskleidung für AzubisCorporate Fashion einführenUmgang mit SchmutzfangmattenHygiene der BerufskleidungDas Logo auf die Matte bringen      © 2018 DBL ImpressumDatenschutzSitemap                                                                                                                                                 window.cookieconsent_options = { expiryDays: 365, learnMore: 'Weitere Informationen.', dismiss: 'OK', message: 'Diese Webseite verwendet Cookies.', link: '/datenschutz.html', };     "", ['/impressum.html'], None]",Kurt-Rabe-Str. 1 31675 Bückeburg,"[51.27476, 6.79986]"
296,4608,"(['2018 HAUTAU GmbH. Alle Rechte vorbehalten. ', ['/impressum'], None], 'NO!')","['2018 HAUTAU GmbH. Alle Rechte vorbehalten. ', ['/impressum'], None]",NO!,"[51.27476, 6.79986]"
297,4609,"([None, None, None], None)","[None, None, None]",,"[-1.0, -1.0]"
298,4610,"(['PAGE TITLE: Wilhelm Honebein Maschinen- und Gerätebau GmbH – Blechbearbeitung – Lasertechnik – Baugruppenfertigung', ['https://honebein.de/impressum'], None], 'NO!')","['PAGE TITLE: Wilhelm Honebein Maschinen- und Gerätebau GmbH – Blechbearbeitung – Lasertechnik – Baugruppenfertigung', ['https://honebein.de/impressum'], None]",NO!,"[51.27476, 6.79986]"
299,4611,"(['PAGE TITLE: Gustav Knippschild GmbH - Perfektion in Metall', ['impressum/impressum.htm'], None], 'Braasstraße 16 31737 Rinteln')","['PAGE TITLE: Gustav Knippschild GmbH - Perfektion in Metall', ['impressum/impressum.htm'], None]",Braasstraße 16 31737 Rinteln,"[51.27476, 6.79986]"
300,4612,"([None, None, None], None)","[None, None, None]",,"[-1.0, -1.0]"
301,4613,"([None, None, None], None)","[None, None, None]",,"[-1.0, -1.0]"
302,4614,"(['2005 - 2015 ZIRBUS technology GmbH, Hilfe Gottes 1, 37539 Bad Grund / Harz', ['https://www.zirbus.de/kontakt/impressum/'], None], 'NO!')","['2005 - 2015 ZIRBUS technology GmbH, Hilfe Gottes 1, 37539 Bad Grund / Harz', ['https://www.zirbus.de/kontakt/impressum/'], None]",NO!,"[51.27476, 6.79986]"
303,4615,"([None, None, None], None)","[None, None, None]",,"[-1.0, -1.0]"
304,4616,"(['PAGE TITLE: Startseite ', ['https://www.osterode.de/portal/seiten/impressum-912000001-21351.html?titel=Impressum'], None], 'NO!')","['PAGE TITLE: Startseite ', ['https://www.osterode.de/portal/seiten/impressum-912000001-21351.html?titel=Impressum'], None]",NO!,"[51.27476, 6.79986]"
305,4617,"(['2018 Wentorf & Schenkhut GmbH', ['https://www.wentorf-schenkhut.de/impressum/'], None], 'NO!')","['2018 Wentorf & Schenkhut GmbH', ['https://www.wentorf-schenkhut.de/impressum/'], None]",NO!,"[51.27476, 6.79986]"
306,4618,"(['PAGE TITLE: Sigma Centrifuges - Sigma Zentrifugen', [None], None], None)","['PAGE TITLE: Sigma Centrifuges - Sigma Zentrifugen', [None], None]",,"[-1.0, -1.0]"
307,4619,"([None, None, None], None)","[None, None, None]",,"[-1.0, -1.0]"
308,4620,"(['PAGE TITLE: Martin Christ - Martin Christ Gefriertrocknungsanlagen', [None], None], None)","['PAGE TITLE: Martin Christ - Martin Christ Gefriertrocknungsanlagen', [None], None]",,"[-1.0, -1.0]"
309,4621,"(['KKT Holding GmbH', ['https://www.kktec.deb/impressum.htm'], None], 'NO!')","['KKT Holding GmbH', ['https://www.kktec.deb/impressum.htm'], None]",NO!,"[51.27476, 6.79986]"
310,4622,"([None, None, None], None)","[None, None, None]",,"[-1.0, -1.0]"
311,4623,"(['PAGE TITLE: Industrielackierung, Industriesiebdruck, Industriebedruckung, Industriebeschichtung, Lackieren und Beschichten von Kunststoff und Metall', ['/impressum/'], None], 'Auf den Steinen 2 37191 Lindau')","['PAGE TITLE: Industrielackierung, Industriesiebdruck, Industriebedruckung, Industriebeschichtung, Lackieren und Beschichten von Kunststoff und Metall', ['/impressum/'], None]",Auf den Steinen 2 37191 Lindau,"[51.27476, 6.79986]"
312,4624,"([None, None, None], None)","[None, None, None]",,"[-1.0, -1.0]"
313,4625,"(['Bock Industriebedachungen GmbH · Hamlerstraße 3 · 37168 Moringen · Telefon: 05554 99220 · Telefax: 05554 992222 · info@bock-industriebedachungen.de', ['/impressum/index.html'], None], 'Hamlerstr. 3 37186 Moringen')","['Bock Industriebedachungen GmbH · Hamlerstraße 3 · 37168 Moringen · Telefon: 05554 99220 · Telefax: 05554 992222 · info@bock-industriebedachungen.de', ['/impressum/index.html'], None]",Hamlerstr. 3 37186 Moringen,"[51.27476, 6.79986]"
314,4626,"([None, None, None], None)","[None, None, None]",,"[-1.0, -1.0]"
315,4627,"(['SPÄNEX 2018', ['/site/impressum/'], None], 'Otto-Brenner-Straße 6 37170 Uslar')","['SPÄNEX 2018', ['/site/impressum/'], None]",Otto-Brenner-Straße 6 37170 Uslar,"[51.27476, 6.79986]"
316,4628,"(['2013 Seniorenheim Forellenhof GmbH - Design by Free CSS Templates', ['impressum.html'], None], 'NO!')","['2013 Seniorenheim Forellenhof GmbH - Design by Free CSS Templates', ['impressum.html'], None]",NO!,"[51.27476, 6.79986]"
317,4629,"([None, None, None], None)","[None, None, None]",,"[-1.0, -1.0]"
318,4630,"([None, None, None], None)","[None, None, None]",,"[-1.0, -1.0]"
319,4631,"(['PAGE TITLE: Wohnen in Northeim GmbH - Endlich Zuhause', [None], None], None)","['PAGE TITLE: Wohnen in Northeim GmbH - Endlich Zuhause', [None], None]",,"[-1.0, -1.0]"
320,4632,"(['PAGE TITLE: Stadtwerke Northeim: Stadtwerke Northeim', ['/impressum/'], None], 'NO!')","['PAGE TITLE: Stadtwerke Northeim: Stadtwerke Northeim', ['/impressum/'], None]",NO!,"[51.27476, 6.79986]"
321,4633,"(['Breckle GmbH', ['https://www.breckle.de/impressum/'], None], 'NO!')","['Breckle GmbH', ['https://www.breckle.de/impressum/'], None]",NO!,"[51.27476, 6.79986]"
322,4634,"(['2015 by Weser-Champignons', ['https://dohmepilze.de/de/kontakt/impressum-rechtliches.html'], None], 'NO!')","['2015 by Weser-Champignons', ['https://dohmepilze.de/de/kontakt/impressum-rechtliches.html'], None]",NO!,"[51.27476, 6.79986]"
323,4635,"(['PAGE TITLE: Startseite - Petri Feinkost', ['index.php/impressum-datenschutz.html'], None], 'NO!')","['PAGE TITLE: Startseite - Petri Feinkost', ['index.php/impressum-datenschutz.html'], None]",NO!,"[51.27476, 6.79986]"
324,4636,"([None, None, None], None)","[None, None, None]",,"[-1.0, -1.0]"
325,4637,"(['ATHE-Therm\xa02018', ['impressum/impressum/'], None], 'Langes Feld 19 31860 Emmerthal')","['ATHE-Therm\xa02018', ['impressum/impressum/'], None]",Langes Feld 19 31860 Emmerthal,"[51.27476, 6.79986]"
326,4638,"(['2018 DTS Systeme GmbH. Alle Rechte vorbehalten.', ['/impressum.html'], None], 'Schrewestraße 2 32051 Herford')","['2018 DTS Systeme GmbH. Alle Rechte vorbehalten.', ['/impressum.html'], None]",Schrewestraße 2 32051 Herford,"[51.27476, 6.79986]"
327,4639,"(['PAGE TITLE: Möbel für moderne und stilvolle Bürowelten von Febrü', ['https://www.februe.de/de/impressum/'], None], 'NO!')","['PAGE TITLE: Möbel für moderne und stilvolle Bürowelten von Febrü', ['https://www.februe.de/de/impressum/'], None]",NO!,"[51.27476, 6.79986]"
328,4640,"(['2018 Fiskars Group', ['/Online-Richtlinien/impressum'], None], 'Kölner Straße 10 D-65760 Eschborn')","['2018 Fiskars Group', ['/Online-Richtlinien/impressum'], None]",Kölner Straße 10 D-65760 Eschborn,"[51.27476, 6.79986]"
329,4641,"([None, None, None], None)","[None, None, None]",,"[-1.0, -1.0]"
330,4642,"([None, None, None], None)","[None, None, None]",,"[-1.0, -1.0]"
331,4643,"([None, None, None], None)","[None, None, None]",,"[-1.0, -1.0]"
332,4644,"(['Humana\xa02018Sitemaphumana-baby.comDMKKarrierePresseExpertenserviceDatenschutzImpressum', ['de/impressum/'], None], 'Bielefelder Straße 66 32051 Herford')","['Humana\xa02018Sitemaphumana-baby.comDMKKarrierePresseExpertenserviceDatenschutzImpressum', ['de/impressum/'], None]",Bielefelder Straße 66 32051 Herford,"[51.27476, 6.79986]"
333,4645,"(['PAGE TITLE: \r\n\tAktuelle News und Infos - Singleplast GmbH\r\n', [None], None], None)","['PAGE TITLE: \r\n\tAktuelle News und Infos - Singleplast GmbH\r\n', [None], None]",,"[-1.0, -1.0]"
334,4646,"([None, None, None], None)","[None, None, None]",,"[-1.0, -1.0]"
335,4647,"(['2016 - Westfalen-Lippe Speditions- und Lagerhausgesellschaft mbH', ['#impressum'], None], 'Goebenstrasse 64 32051 Herford')","['2016 - Westfalen-Lippe Speditions- und Lagerhausgesellschaft mbH', ['#impressum'], None]",Goebenstrasse 64 32051 Herford,"[51.27476, 6.79986]"
336,4648,"([None, None, None], None)","[None, None, None]",,"[-1.0, -1.0]"
337,4649,"([None, None, None], None)","[None, None, None]",,"[-1.0, -1.0]"
338,4650,"([None, None, None], None)","[None, None, None]",,"[-1.0, -1.0]"
339,4651,"([None, None, None], None)","[None, None, None]",,"[-1.0, -1.0]"
340,4652,"([None, None, None], None)","[None, None, None]",,"[-1.0, -1.0]"
341,4653,"([None, None, None], None)","[None, None, None]",,"[-1.0, -1.0]"
342,4654,"(['PAGE TITLE: TÜCHTIG Internetlösungen - Unbekannte Domain', [None], None], None)","['PAGE TITLE: TÜCHTIG Internetlösungen - Unbekannte Domain', [None], None]",,"[-1.0, -1.0]"
343,4655,"(['PAGE TITLE: Die Unübersehbarkeitsmacher Start ', ['https://ellmer.de/startseite/impressum'], None], 'Im Weingarten 3 32107 Bad Salzuflen')","['PAGE TITLE: Die Unübersehbarkeitsmacher Start ', ['https://ellmer.de/startseite/impressum'], None]",Im Weingarten 3 32107 Bad Salzuflen,"[51.27476, 6.79986]"
344,4656,"(['PAGE TITLE: ESSMANN ', ['/impressum'], None], 'Im Weingarten 2 32107 Bad Salzuflen')","['PAGE TITLE: ESSMANN ', ['/impressum'], None]",Im Weingarten 2 32107 Bad Salzuflen,"[51.27476, 6.79986]"
345,4657,"([None, None, None], None)","[None, None, None]",,"[-1.0, -1.0]"
346,4658,"(['2018 LICEFA GmbH & Co. KG', [None], None], None)","['2018 LICEFA GmbH & Co. KG', [None], None]",,"[-1.0, -1.0]"
347,4659,"([None, None, None], None)","[None, None, None]",,"[-1.0, -1.0]"
348,4660,"(['PAGE TITLE: Confixx', [None], None], None)","['PAGE TITLE: Confixx', [None], None]",,"[-1.0, -1.0]"
349,4661,"(['PAGE TITLE: Tankanlagenbau und Tankreinigung in NRW Latoschik+Fischer', ['https://www.latoschik-fischer.de/impressum/'], None], 'NO!')","['PAGE TITLE: Tankanlagenbau und Tankreinigung in NRW Latoschik+Fischer', ['https://www.latoschik-fischer.de/impressum/'], None]",NO!,"[51.27476, 6.79986]"
350,4662,"(['PAGE TITLE: AWO Service - Startseite', ['/impressum/'], None], 'NO!')","['PAGE TITLE: AWO Service - Startseite', ['/impressum/'], None]",NO!,"[51.27476, 6.79986]"
351,4663,"(['BOCKERMANN FRITZE UNTERNEHMENSGRUPPE | IMPRESSUM | DATENSCHUTZHINWEISE', ['http://bf-ingenieurconsult.de/impressum.html'], None], 'NO!')","['BOCKERMANN FRITZE UNTERNEHMENSGRUPPE | IMPRESSUM | DATENSCHUTZHINWEISE', ['http://bf-ingenieurconsult.de/impressum.html'], None]",NO!,"[51.27476, 6.79986]"
352,4664,"([None, None, None], None)","[None, None, None]",,"[-1.0, -1.0]"
353,4665,"(['PAGE TITLE: Führender Hersteller im Bereich der Laser Remote Schweißtechnik und Laser Remote Spanntechnik. - Bergmann & Steffen GmbH', [None], None], None)","['PAGE TITLE: Führender Hersteller im Bereich der Laser Remote Schweißtechnik und Laser Remote Spanntechnik. - Bergmann & Steffen GmbH', [None], None]",,"[-1.0, -1.0]"
354,4666,"(['2010-2018 PREUSS GmbHAlle Rechte vorbehalten.', ['/index.php/menuimpressum'], None], 'Podbielskistraße 370 30659 Hannover')","['2010-2018 PREUSS GmbHAlle Rechte vorbehalten.', ['/index.php/menuimpressum'], None]",Podbielskistraße 370 30659 Hannover,"[51.27476, 6.79986]"
355,4667,"([None, None, None], None)","[None, None, None]",,"[-1.0, -1.0]"
356,4668,"([None, None, None], None)","[None, None, None]",,"[-1.0, -1.0]"
357,4669,"([None, None, None], None)","[None, None, None]",,"[-1.0, -1.0]"
358,4670,"(['1970-2018\xa0Apparate- und Behälterbau Artur Scheffczik GmbH', ['impressum.html'], None], 'Oeppings Brink 7 D-32278 Kirchlengern (Klosterbauerschaft)')","['1970-2018\xa0Apparate- und Behälterbau Artur Scheffczik GmbH', ['impressum.html'], None]",Oeppings Brink 7 D-32278 Kirchlengern (Klosterbauerschaft),"[51.27476, 6.79986]"
359,4671,"([None, None, None], None)","[None, None, None]",,"[-1.0, -1.0]"
360,4672,"([None, None, None], None)","[None, None, None]",,"[-1.0, -1.0]"
361,4673,"(['2018 Alhorn ', ['/de/impressum/'], None], 'Daimlerstraße 10 32312 Lübbecke')","['2018 Alhorn ', ['/de/impressum/'], None]",Daimlerstraße 10 32312 Lübbecke,"[51.27476, 6.79986]"
362,4674,"([None, None, None], None)","[None, None, None]",,"[-1.0, -1.0]"
363,4675,"([None, None, None], None)","[None, None, None]",,"[-1.0, -1.0]"
364,4676,"([None, None, None], None)","[None, None, None]",,"[-1.0, -1.0]"
365,4677,"([None, None, None], None)","[None, None, None]",,"[-1.0, -1.0]"
366,4678,"([None, None, None], None)","[None, None, None]",,"[-1.0, -1.0]"
367,4679,"([None, None, None], None)","[None, None, None]",,"[-1.0, -1.0]"
368,4680,"(['PAGE TITLE: Hubtische Hubtisch Anlagenhubtische Riemenhubtische Verladehubtische Scherenhubtische Flachlifthubtische Schubkettenhubtische LAWECO', [None], None], None)","['PAGE TITLE: Hubtische Hubtisch Anlagenhubtische Riemenhubtische Verladehubtische Scherenhubtische Flachlifthubtische Schubkettenhubtische LAWECO', [None], None]",,"[-1.0, -1.0]"
369,4681,"(['Heinrich Rohlfing GmbH', ['https://www.rohlfing-stahlbau.de/deutsch/impressum/'], None], 'NO!')","['Heinrich Rohlfing GmbH', ['https://www.rohlfing-stahlbau.de/deutsch/impressum/'], None]",NO!,"[51.27476, 6.79986]"
370,4682,"([None, None, None], None)","[None, None, None]",,"[-1.0, -1.0]"
371,4683,"(['PAGE TITLE: Holsing ', ['impressum.html#impressum'], None], 'NO!')","['PAGE TITLE: Holsing ', ['impressum.html#impressum'], None]",NO!,"[51.27476, 6.79986]"
372,4684,"([None, None, None], None)","[None, None, None]",,"[-1.0, -1.0]"
373,4685,"(['', ['/rechtliches/impressum/'], None], 'Ringstraße 9 32427 Minden')","['', ['/rechtliches/impressum/'], None]",Ringstraße 9 32427 Minden,"[51.27476, 6.79986]"
374,4686,"([None, None, None], None)","[None, None, None]",,"[-1.0, -1.0]"
375,4687,"(['Wilhelm Becker GmbH & Co. KG Sollingweg 40 32427 MindenKontaktImpressumDatenschutz', ['https://www.becker-bau.de/impressum.html'], None], 'NO!')","['Wilhelm Becker GmbH & Co. KG Sollingweg 40 32427 MindenKontaktImpressumDatenschutz', ['https://www.becker-bau.de/impressum.html'], None]",NO!,"[51.27476, 6.79986]"
376,4688,"(['PAGE TITLE: Startseite', ['/impressumde/44-urheberrechte/38-bildernachweis'], None], 'NO!')","['PAGE TITLE: Startseite', ['/impressumde/44-urheberrechte/38-bildernachweis'], None]",NO!,"[51.27476, 6.79986]"
377,4689,"(['PAGE TITLE: Eugen Engert', ['sites/impressum.html'], None], 'Zechenstraße 56 32429 Minden')","['PAGE TITLE: Eugen Engert', ['sites/impressum.html'], None]",Zechenstraße 56 32429 Minden,"[51.27476, 6.79986]"
378,4690,"([None, None, None], None)","[None, None, None]",,"[-1.0, -1.0]"
379,4691,"([None, None, None], None)","[None, None, None]",,"[-1.0, -1.0]"
380,4692,"([None, None, None], None)","[None, None, None]",,"[-1.0, -1.0]"
381,4693,"(['PAGE TITLE: HARTWIG Cloud', [None], None], None)","['PAGE TITLE: HARTWIG Cloud', [None], None]",,"[-1.0, -1.0]"
382,4694,"(['PAGE TITLE: Schäferbarthold', ['/cms/sbweb/de/impressum-1409067.html'], None], 'NO!')","['PAGE TITLE: Schäferbarthold', ['/cms/sbweb/de/impressum-1409067.html'], None]",NO!,"[51.27476, 6.79986]"
383,4695,"(['PAGE TITLE: Diese Domain wurde vorübergehend deaktiviert.', [None], None], None)","['PAGE TITLE: Diese Domain wurde vorübergehend deaktiviert.', [None], None]",,"[-1.0, -1.0]"
384,4696,"([None, None, None], None)","[None, None, None]",,"[-1.0, -1.0]"
385,4697,"([None, None, None], None)","[None, None, None]",,"[-1.0, -1.0]"
386,4698,"([None, None, None], None)","[None, None, None]",,"[-1.0, -1.0]"
387,4699,"(['PAGE TITLE: BEECK Küchen GmbH: Start', ['/impressum/'], None], 'Carl-Zeiss-Straße 23 32549 Bad Oeynhausen')","['PAGE TITLE: BEECK Küchen GmbH: Start', ['/impressum/'], None]",Carl-Zeiss-Straße 23 32549 Bad Oeynhausen,"[51.27476, 6.79986]"
388,4700,"([None, None, None], None)","[None, None, None]",,"[-1.0, -1.0]"
389,4701,"(['PAGE TITLE: Knübel GmbH ', ['https://www.knuebel.de/impressum/'], None], 'NO!')","['PAGE TITLE: Knübel GmbH ', ['https://www.knuebel.de/impressum/'], None]",NO!,"[51.27476, 6.79986]"
390,4702,"(['OLHO tronic 2015', ['index.php?impressum'], None], 'Scheidkamp 13 32584 Löhne / Germany')","['OLHO tronic 2015', ['index.php?impressum'], None]",Scheidkamp 13 32584 Löhne / Germany,"[51.27476, 6.79986]"
391,4703,"(['PAGE TITLE: Täglich etwas Besonderes - Dusch- und Wannenwelten von Koralle - Koralle Sanitärprodukte GmbH', ['/de/unternehmen/impressum/'], None], 'Wilhelmstraße 8 32602 Vlotho')","['PAGE TITLE: Täglich etwas Besonderes - Dusch- und Wannenwelten von Koralle - Koralle Sanitärprodukte GmbH', ['/de/unternehmen/impressum/'], None]",Wilhelmstraße 8 32602 Vlotho,"[51.27476, 6.79986]"
392,4704,"([None, None, None], None)","[None, None, None]",,"[-1.0, -1.0]"
393,4705,"(['018 Jeans Fritz Handelsgesellschaft für Mode mbH. Alle Rechte vorbehalten.        ', ['/impressum'], None], 'NO!')","['018 Jeans Fritz Handelsgesellschaft für Mode mbH. Alle Rechte vorbehalten.        ', ['/impressum'], None]",NO!,"[51.27476, 6.79986]"
394,4706,"([None, None, None], None)","[None, None, None]",,"[-1.0, -1.0]"
395,4707,"(['PAGE TITLE: Klassenfahrten und Gruppenreisen zu 400 Zielen in Europa', ['/unternehmen/impressum.html'], None], 'Steinweg 15 32657 Lemgo')","['PAGE TITLE: Klassenfahrten und Gruppenreisen zu 400 Zielen in Europa', ['/unternehmen/impressum.html'], None]",Steinweg 15 32657 Lemgo,"[51.27476, 6.79986]"
396,4708,"([None, None, None], None)","[None, None, None]",,"[-1.0, -1.0]"
397,4709,"(['PAGE TITLE: Markenstarke Sonderposten - Magowsky', ['https://www.magowsky.de/impressum/'], None], 'NO!')","['PAGE TITLE: Markenstarke Sonderposten - Magowsky', ['https://www.magowsky.de/impressum/'], None]",NO!,"[51.27476, 6.79986]"
398,4710,"([None, None, None], None)","[None, None, None]",,"[-1.0, -1.0]"
399,4711,"(['PAGE TITLE: meffert - Home', ['/home/de/impressum'], None], 'Am Bauhof 32 32657 Lemgo')","['PAGE TITLE: meffert - Home', ['/home/de/impressum'], None]",Am Bauhof 32 32657 Lemgo,"[51.27476, 6.79986]"
400,4712,"(['PAGE TITLE: A. & H. Meyer Germany', [None], None], None)","['PAGE TITLE: A. & H. Meyer Germany', [None], None]",,"[-1.0, -1.0]"
401,4713,"(['PAGE TITLE: st. elisabeth stiftung ', ['https://www.stiftung-sankt-elisabeth.de/impressum/'], None], 'Palaisstraße 27 32756 Detmold')","['PAGE TITLE: st. elisabeth stiftung ', ['https://www.stiftung-sankt-elisabeth.de/impressum/'], None]",Palaisstraße 27 32756 Detmold,"[51.27476, 6.79986]"
402,4714,"([None, None, None], None)","[None, None, None]",,"[-1.0, -1.0]"
403,4715,"(['PAGE TITLE: Hier entsteht demnächst eine neue Internetpräsenz', [None], None], None)","['PAGE TITLE: Hier entsteht demnächst eine neue Internetpräsenz', [None], None]",,"[-1.0, -1.0]"
404,4716,"(['2016 Arbeitsgemeinschaft Arbeit gGmbH - Detmold ', ['/de/impressum.html?PHPSESSID=88ed295cc6f40b180466e4438aa0d506'], None], 'Orbker Str. 75 32758 Detmold')","['2016 Arbeitsgemeinschaft Arbeit gGmbH - Detmold ', ['/de/impressum.html?PHPSESSID=88ed295cc6f40b180466e4438aa0d506'], None]",Orbker Str. 75 32758 Detmold,"[51.27476, 6.79986]"
405,4717,"(['PAGE TITLE: Elektro-Lampe, Elektro-Drücker', ['impressum.html'], None], 'Westerfeldstr. 6 32758 Detmold')","['PAGE TITLE: Elektro-Lampe, Elektro-Drücker', ['impressum.html'], None]",Westerfeldstr. 6 32758 Detmold,"[51.27476, 6.79986]"
406,4718,"(['PAGE TITLE: Ecclesia Versicherungsdienst GmbH: Startseite', ['ecclesia-allgemein/topnavigation/impressum/'], None], 'NO!')","['PAGE TITLE: Ecclesia Versicherungsdienst GmbH: Startseite', ['ecclesia-allgemein/topnavigation/impressum/'], None]",NO!,"[51.27476, 6.79986]"
407,4719,"([None, None, None], None)","[None, None, None]",,"[-1.0, -1.0]"
408,4720,"(['PAGE TITLE: Test Page for Apache Installation', [None], None], None)","['PAGE TITLE: Test Page for Apache Installation', [None], None]",,"[-1.0, -1.0]"
