,0,1,infos,street,geocoded
15,2171,"([None, None, None], None)","[None, None, None]",,"[-1.0, -1.0]"
16,2172,"([None, None, None], None)","[None, None, None]",,"[-1.0, -1.0]"
17,2173,"(['PAGE TITLE: ROFRA GmbH', ['http://www.rofra.de/impressum.htm'], None], 'NO!')","['PAGE TITLE: ROFRA GmbH', ['http://www.rofra.de/impressum.htm'], None]",NO!,"[51.27476, 6.79986]"
18,2174,"([None, None, None], None)","[None, None, None]",,"[-1.0, -1.0]"
19,2175,"(['PAGE TITLE: wurstliebhaber.de - Traditionelle Eichsfelder Wurstspezialitäten', [None], None], None)","['PAGE TITLE: wurstliebhaber.de - Traditionelle Eichsfelder Wurstspezialitäten', [None], None]",,"[-1.0, -1.0]"
20,2176,"([None, None, None], None)","[None, None, None]",,"[-1.0, -1.0]"
21,2177,"(['2018 innovation in traffic systems SE ', ['dede/footer-meta/impressum.html'], None], 'NO!')","['2018 innovation in traffic systems SE ', ['dede/footer-meta/impressum.html'], None]",NO!,"[51.27476, 6.79986]"
22,2178,"(['2002-2018 EUWAX AG\r', ['/informationen/impressum.html'], None], 'Börsenstr. 4 D-70174 Stuttgart')","['2002-2018 EUWAX AG\r', ['/informationen/impressum.html'], None]",Börsenstr. 4 D-70174 Stuttgart,"[51.27476, 6.79986]"
23,2179,"([None, None, None], None)","[None, None, None]",,"[-1.0, -1.0]"
24,2180,"([""2018 SRH Stephen-Hawking-Schule KontaktInfotagNewsletterFAQ;function reloadafterclick(){location.reload()};function addbodyclass(){$('body').addClass('cookieopen')};function removebodyclass(){$('body').removeClass('cookieopen')}; Cookie Einstellungen SchließenDiese Webseite nutzt Cookies Cookies sind für die korrekte Funktionsweise einer Website wichtig. Einige dieser Cookies sind technisch zwingend notwendig, um gewissen Funktionen der Webseite zu gewährleisten. Darüber hinaus verwenden wir einige Cookies, die dazu dienen, Informationen über das Benutzerverhalten auf dieser Webseite zu gewinnen und unsere Webseite auf Basis dieser Informationen stetig zu verbessern. Klicken Sie auf „Ich bin damit einverstanden“, um Cookies zu akzeptieren. Weitere Informationen erhalten Sie auf unserer  Datenschutzseite "", ['/impressum/'], None], 'Im Spitzerfeld 25 69151 Neckargemünd, Deutschland')","[""2018 SRH Stephen-Hawking-Schule KontaktInfotagNewsletterFAQ;function reloadafterclick(){location.reload()};function addbodyclass(){$('body').addClass('cookieopen')};function removebodyclass(){$('body').removeClass('cookieopen')}; Cookie Einstellungen SchließenDiese Webseite nutzt Cookies Cookies sind für die korrekte Funktionsweise einer Website wichtig. Einige dieser Cookies sind technisch zwingend notwendig, um gewissen Funktionen der Webseite zu gewährleisten. Darüber hinaus verwenden wir einige Cookies, die dazu dienen, Informationen über das Benutzerverhalten auf dieser Webseite zu gewinnen und unsere Webseite auf Basis dieser Informationen stetig zu verbessern. Klicken Sie auf „Ich bin damit einverstanden“, um Cookies zu akzeptieren. Weitere Informationen erhalten Sie auf unserer  Datenschutzseite "", ['/impressum/'], None]","Im Spitzerfeld 25 69151 Neckargemünd, Deutschland","[51.27476, 6.79986]"
25,2181,"(['Digel AG \xa0\xa0•\xa0\xa0 Alle Rechte vorbehalten', ['impressum#datenschutzhinweis'], None], 'Carl-Friedrich-Gauss-Strasse 5 72202 Nagold (Deutschland)')","['Digel AG \xa0\xa0•\xa0\xa0 Alle Rechte vorbehalten', ['impressum#datenschutzhinweis'], None]",Carl-Friedrich-Gauss-Strasse 5 72202 Nagold (Deutschland),"[51.27476, 6.79986]"
26,2182,"(['2018 Bunge Deutschland GmbHDatenschutzImpressumSitemap', ['rechtliche-informationen-sitemap/impressum/'], None], 'Bonadiesstr. 3-5 D-68169 Mannheim')","['2018 Bunge Deutschland GmbHDatenschutzImpressumSitemap', ['rechtliche-informationen-sitemap/impressum/'], None]",Bonadiesstr. 3-5 D-68169 Mannheim,"[51.27476, 6.79986]"
27,2183,"(['PAGE TITLE: Auto Böhler - Ihr ADAC Straßendienst 24h', ['https://auto-boehler.de/impressum/'], None], ' Ottostraße 6 | 76227 Karlsruhe')","['PAGE TITLE: Auto Böhler - Ihr ADAC Straßendienst 24h', ['https://auto-boehler.de/impressum/'], None]", Ottostraße 6 | 76227 Karlsruhe,"[51.27476, 6.79986]"
28,2184,"(['PAGE TITLE: Startseite - KKI GmbH Osterburken', ['rechtliches/impressum/'], None], 'NO!')","['PAGE TITLE: Startseite - KKI GmbH Osterburken', ['rechtliches/impressum/'], None]",NO!,"[51.27476, 6.79986]"
29,2185,"(['2018 ALKU GmbH Alle Rechte vorbehalten.\r', ['/de/impressum.html'], None], 'Hans-Böckler-Straße 6 93142 Maxhütte-Haidhof')","['2018 ALKU GmbH Alle Rechte vorbehalten.\r', ['/de/impressum.html'], None]",Hans-Böckler-Straße 6 93142 Maxhütte-Haidhof,"[51.27476, 6.79986]"
30,2186,"([None, None, None], None)","[None, None, None]",,"[-1.0, -1.0]"
31,2187,"(['PAGE TITLE: DRK - Frankfurt', ['/index.php/impressum.html'], None], 'NO!')","['PAGE TITLE: DRK - Frankfurt', ['/index.php/impressum.html'], None]",NO!,"[51.27476, 6.79986]"
32,2188,"([None, None, None], None)","[None, None, None]",,"[-1.0, -1.0]"
33,2189,"([None, None, None], None)","[None, None, None]",,"[-1.0, -1.0]"
34,2190,"([None, None, None], None)","[None, None, None]",,"[-1.0, -1.0]"
35,2191,"([None, None, None], None)","[None, None, None]",,"[-1.0, -1.0]"
36,2192,"([None, None, None], None)","[None, None, None]",,"[-1.0, -1.0]"
37,2193,"([None, None, None], None)","[None, None, None]",,"[-1.0, -1.0]"
38,2194,"(['2018 ECE Projektmanagement GmbH & Co. KG ', ['https://www.olympia-einkaufszentrum.de/impressum/'], None], 'NO!')","['2018 ECE Projektmanagement GmbH & Co. KG ', ['https://www.olympia-einkaufszentrum.de/impressum/'], None]",NO!,"[51.27476, 6.79986]"
39,2195,"(['PAGE TITLE: HanseMerkur Reiseversicherung - online buchen', ['/impressum'], None], 'Siegfried-Wedells-Platz 1 20354 Hamburg')","['PAGE TITLE: HanseMerkur Reiseversicherung - online buchen', ['/impressum'], None]",Siegfried-Wedells-Platz 1 20354 Hamburg,"[51.27476, 6.79986]"
40,2196,"([None, None, None], None)","[None, None, None]",,"[-1.0, -1.0]"
41,2197,"([None, None, None], None)","[None, None, None]",,"[-1.0, -1.0]"
42,2198,"(['PAGE TITLE: n@work wob', ['#!de/network/impressum'], None], 'NO!')","['PAGE TITLE: n@work wob', ['#!de/network/impressum'], None]",NO!,"[51.27476, 6.79986]"
43,2199,"(['PAGE TITLE: n@work wob', ['#!de/network/impressum'], None], 'NO!')","['PAGE TITLE: n@work wob', ['#!de/network/impressum'], None]",NO!,"[51.27476, 6.79986]"
44,2200,"([None, None, None], None)","[None, None, None]",,"[-1.0, -1.0]"
45,2201,"([None, None, None], None)","[None, None, None]",,"[-1.0, -1.0]"
46,2202,"(['2018', ['/impressum.html'], None], ' Röntgenstrasse 4, D-63755 Alzenau')","['2018', ['/impressum.html'], None]"," Röntgenstrasse 4, D-63755 Alzenau","[51.27476, 6.79986]"
47,2203,"([None, None, None], None)","[None, None, None]",,"[-1.0, -1.0]"
48,2204,"([None, None, None], None)","[None, None, None]",,"[-1.0, -1.0]"
49,2205,"(['PAGE TITLE: Startseite', ['/index.php/impressum'], None], 'NO!')","['PAGE TITLE: Startseite', ['/index.php/impressum'], None]",NO!,"[51.27476, 6.79986]"
50,2206,"(['PAGE TITLE: Baude Kabeltechnik GmbH: Startseite', ['/de/informationen/impressum.html'], None], 'Lise-Meitner-Strasse 1 D-31157 Sarstedt')","['PAGE TITLE: Baude Kabeltechnik GmbH: Startseite', ['/de/informationen/impressum.html'], None]",Lise-Meitner-Strasse 1 D-31157 Sarstedt,"[51.27476, 6.79986]"
51,2207,"([None, None, None], None)","[None, None, None]",,"[-1.0, -1.0]"
52,2208,"(['PAGE TITLE: The domain name epc-groupe.de is for sale ', [None], None], None)","['PAGE TITLE: The domain name epc-groupe.de is for sale ', [None], None]",,"[-1.0, -1.0]"
53,2209,"([None, None, None], None)","[None, None, None]",,"[-1.0, -1.0]"
54,2210,"([None, None, None], None)","[None, None, None]",,"[-1.0, -1.0]"
55,2211,"(['PAGE TITLE: Software für Versicherungsmakler & Finanzdienstleister ', ['https://www.iwm-software.de/impressum/'], None], 'NO!')","['PAGE TITLE: Software für Versicherungsmakler & Finanzdienstleister ', ['https://www.iwm-software.de/impressum/'], None]",NO!,"[51.27476, 6.79986]"
56,2212,"([None, None, None], None)","[None, None, None]",,"[-1.0, -1.0]"
57,2213,"(['PAGE TITLE: Herzlich Willkommen!', [None], None], None)","['PAGE TITLE: Herzlich Willkommen!', [None], None]",,"[-1.0, -1.0]"
58,2214,"([None, None, None], None)","[None, None, None]",,"[-1.0, -1.0]"
59,2215,"([None, None, None], None)","[None, None, None]",,"[-1.0, -1.0]"
60,2216,"([None, None, None], None)","[None, None, None]",,"[-1.0, -1.0]"
61,2217,"([None, None, None], None)","[None, None, None]",,"[-1.0, -1.0]"
62,2218,"(['2018 by Abfallentsorgung Plauen GmbH, Alle Rechte vorbehalten.', ['index.php?s=impressum'], None], 'Klopstockstr. 17 08525 Plauen/Vogtland (Sachsen)')","['2018 by Abfallentsorgung Plauen GmbH, Alle Rechte vorbehalten.', ['index.php?s=impressum'], None]",Klopstockstr. 17 08525 Plauen/Vogtland (Sachsen),"[51.27476, 6.79986]"
63,2219,"([None, None, None], None)","[None, None, None]",,"[-1.0, -1.0]"
64,2220,"(['PAGE TITLE: ILKAZELL: Ilkazell', ['https://www.ilkazell.de/metanavigation/impressum.html'], None], 'NO!')","['PAGE TITLE: ILKAZELL: Ilkazell', ['https://www.ilkazell.de/metanavigation/impressum.html'], None]",NO!,"[51.27476, 6.79986]"
65,2221,"(['PAGE TITLE: Landskron', ['/impressum'], None], 'An der Landskronbrauerei 116 02826 Görlitz')","['PAGE TITLE: Landskron', ['/impressum'], None]",An der Landskronbrauerei 116 02826 Görlitz,"[51.27476, 6.79986]"
66,2222,"(['WhatsBroadcast', ['/verlag/impressum'], None], 'Ostra-Allee 20 01067 Dresden')","['WhatsBroadcast', ['/verlag/impressum'], None]",Ostra-Allee 20 01067 Dresden,"[51.27476, 6.79986]"
67,2223,"(['PAGE TITLE: PsoriSol Hautklinik - Deutschlands beliebteste Akut-Hautklinik', ['de/impressum.html'], None], 'NO!')","['PAGE TITLE: PsoriSol Hautklinik - Deutschlands beliebteste Akut-Hautklinik', ['de/impressum.html'], None]",NO!,"[51.27476, 6.79986]"
68,2224,"(['2018 mika Personaldienstleistungen GmbH | CORPORATE DESIGN: BJÖRN SCHMITZ | WEBDESIGN BY WEBIGAMI', ['https://www.mika-personal.de/impressum/'], None], 'NO!')","['2018 mika Personaldienstleistungen GmbH | CORPORATE DESIGN: BJÖRN SCHMITZ | WEBDESIGN BY WEBIGAMI', ['https://www.mika-personal.de/impressum/'], None]",NO!,"[51.27476, 6.79986]"
69,2225,"([None, None, None], None)","[None, None, None]",,"[-1.0, -1.0]"
70,2226,"([None, None, None], None)","[None, None, None]",,"[-1.0, -1.0]"
71,2227,"(['PAGE TITLE: Herzlich Willkommen im Kath. Altenpflegeheim St. Georg gGmbH in Essen', ['impressum/'], None], 'Fährenkotten 15 45259 Essen (Heisingen)')","['PAGE TITLE: Herzlich Willkommen im Kath. Altenpflegeheim St. Georg gGmbH in Essen', ['impressum/'], None]",Fährenkotten 15 45259 Essen (Heisingen),"[51.27476, 6.79986]"
72,2228,"(['PAGE TITLE: T&A SYSTEME - Webmaster', [None], None], None)","['PAGE TITLE: T&A SYSTEME - Webmaster', [None], None]",,"[-1.0, -1.0]"
73,2229,"([None, None, None], None)","[None, None, None]",,"[-1.0, -1.0]"
74,2230,"(['PAGE TITLE: Interdomo GmbH ', ['https://www.interdomo.de/impressum'], None], 'NO!')","['PAGE TITLE: Interdomo GmbH ', ['https://www.interdomo.de/impressum'], None]",NO!,"[51.27476, 6.79986]"
75,2231,"(['BwConsulting GmbHDownloadsKontaktDatenschutzImpressum', ['https://www.bwconsulting.de/impressum/'], None], 'NO!')","['BwConsulting GmbHDownloadsKontaktDatenschutzImpressum', ['https://www.bwconsulting.de/impressum/'], None]",NO!,"[51.27476, 6.79986]"
76,2232,"([None, None, None], None)","[None, None, None]",,"[-1.0, -1.0]"
77,2233,"(['PAGE TITLE: Gartenbau Peters', [None], None], None)","['PAGE TITLE: Gartenbau Peters', [None], None]",,"[-1.0, -1.0]"
78,2234,"(['PAGE TITLE: Pedotherm GmbH - Schlüsselfertige Flächenheizungen und Lüftungssysteme', [None], None], None)","['PAGE TITLE: Pedotherm GmbH - Schlüsselfertige Flächenheizungen und Lüftungssysteme', [None], None]",,"[-1.0, -1.0]"
79,2235,"([None, None, None], None)","[None, None, None]",,"[-1.0, -1.0]"
80,2236,"(['PAGE TITLE: KIMA Automatisierung Gronau-Epe - Elektrotechnik mit Perspektiven', ['impressum.php?lang=de'], None], 'Anna-Merian-Str. 5 48599 Gronau')","['PAGE TITLE: KIMA Automatisierung Gronau-Epe - Elektrotechnik mit Perspektiven', ['impressum.php?lang=de'], None]",Anna-Merian-Str. 5 48599 Gronau,"[51.27476, 6.79986]"
81,2237,"(['PAGE TITLE: Hugo Lahme ', ['/impressum/'], None], 'Kahlenbecker Str. 2 58256 Ennepetal')","['PAGE TITLE: Hugo Lahme ', ['/impressum/'], None]",Kahlenbecker Str. 2 58256 Ennepetal,"[51.27476, 6.79986]"
82,2238,"(['PAGE TITLE: www.boehmer-kloeckner.de\xa0\xa0\xa0', [None], None], None)","['PAGE TITLE: www.boehmer-kloeckner.de\xa0\xa0\xa0', [None], None]",,"[-1.0, -1.0]"
83,2239,"([None, None, None], None)","[None, None, None]",,"[-1.0, -1.0]"
84,2240,"(['Agrarprodukte aus Schlaitz GmbH 2012 - 2017. Alle Rechte vorbehalten.', ['/impressum'], None], 'Freiheitstr. 59, OT Schlaitz 06774 Muldestausee')","['Agrarprodukte aus Schlaitz GmbH 2012 - 2017. Alle Rechte vorbehalten.', ['/impressum'], None]","Freiheitstr. 59, OT Schlaitz 06774 Muldestausee","[51.27476, 6.79986]"
85,2241,"(['PAGE TITLE: AMS Metallbeschichtung, Pulverbeschichtung & KTL-Beschichtung', ['impressum.html'], None], 'Industriestrasse 43 74193 Schwaigern')","['PAGE TITLE: AMS Metallbeschichtung, Pulverbeschichtung & KTL-Beschichtung', ['impressum.html'], None]",Industriestrasse 43 74193 Schwaigern,"[51.27476, 6.79986]"
86,2242,"([None, None, None], None)","[None, None, None]",,"[-1.0, -1.0]"
87,2243,"(['Copyright 2018 Johann Maier \xa0 \xa0 \xa0 \xa0 \xa0Imprint \xa0I \xa0Privacy Policy \xa0I \xa0Datenschutz', [None], None], None)","['Copyright 2018 Johann Maier \xa0 \xa0 \xa0 \xa0 \xa0Imprint \xa0I \xa0Privacy Policy \xa0I \xa0Datenschutz', [None], None]",,"[-1.0, -1.0]"
88,2244,"(['iStock.com/johnkellerman ', ['https://www.dps.de/impressum/'], None], 'NO!')","['iStock.com/johnkellerman ', ['https://www.dps.de/impressum/'], None]",NO!,"[51.27476, 6.79986]"
89,2245,"([None, None, None], None)","[None, None, None]",,"[-1.0, -1.0]"
90,2246,"([None, None, None], None)","[None, None, None]",,"[-1.0, -1.0]"
91,2247,"(['PAGE TITLE: Fachliteratur und Online-Produkte zu den Themenbereichen Recht, Wirtschaft und Steuern. ', [None], None], None)","['PAGE TITLE: Fachliteratur und Online-Produkte zu den Themenbereichen Recht, Wirtschaft und Steuern. ', [None], None]",,"[-1.0, -1.0]"
92,2248,"(['2018 Kemmler Baustoffe GmbH* nach separater Prüfung verfügbar', ['/impressum'], None], 'NO!')","['2018 Kemmler Baustoffe GmbH* nach separater Prüfung verfügbar', ['/impressum'], None]",NO!,"[51.27476, 6.79986]"
93,2249,"(['PAGE TITLE: Wesser Studentenjob und Ferienjob - Studentenjobs Ferienjobs', ['impressum.html'], None], 'Königstraße 30 D-70173 Stuttgart')","['PAGE TITLE: Wesser Studentenjob und Ferienjob - Studentenjobs Ferienjobs', ['impressum.html'], None]",Königstraße 30 D-70173 Stuttgart,"[51.27476, 6.79986]"
94,2250,"([None, None, None], None)","[None, None, None]",,"[-1.0, -1.0]"
95,2251,"(['PAGE TITLE: Startseite - Baubecon', ['https://baubeconstadtsanierung.de/impressum/'], None], 'NO!')","['PAGE TITLE: Startseite - Baubecon', ['https://baubeconstadtsanierung.de/impressum/'], None]",NO!,"[51.27476, 6.79986]"
96,2252,"(['PAGE TITLE: Herzlich Willkommen!', [None], None], None)","['PAGE TITLE: Herzlich Willkommen!', [None], None]",,"[-1.0, -1.0]"
97,2253,"([None, None, None], None)","[None, None, None]",,"[-1.0, -1.0]"
98,2254,"([None, None, None], None)","[None, None, None]",,"[-1.0, -1.0]"
99,2255,"([None, None, None], None)","[None, None, None]",,"[-1.0, -1.0]"
100,2256,"([None, None, None], None)","[None, None, None]",,"[-1.0, -1.0]"
101,2257,"(['PAGE TITLE: Startseite - Aller-Weser-Klinik', ['https://www.aller-weser-klinik.de/impressum'], None], 'NO!')","['PAGE TITLE: Startseite - Aller-Weser-Klinik', ['https://www.aller-weser-klinik.de/impressum'], None]",NO!,"[51.27476, 6.79986]"
102,2258,"([None, None, None], None)","[None, None, None]",,"[-1.0, -1.0]"
103,2259,"(['PAGE TITLE: Unternehmen - Stahlhammer Bommern', ['https://stahlhammer.de/impressum/'], None], 'NO!')","['PAGE TITLE: Unternehmen - Stahlhammer Bommern', ['https://stahlhammer.de/impressum/'], None]",NO!,"[51.27476, 6.79986]"
104,2260,"(['Celenus-Kliniken GmbH | Impressum | Datenschutz', ['sonstiges/impressum/'], None], 'NO!')","['Celenus-Kliniken GmbH | Impressum | Datenschutz', ['sonstiges/impressum/'], None]",NO!,"[51.27476, 6.79986]"
105,2261,"(['PAGE TITLE: Aus icubic wird valantic Trading Solutions AG ', ['https://www.valantic.com/impressum-und-rechtshinweise/'], None], 'Mittelstraße 10 39114 Magdeburg')","['PAGE TITLE: Aus icubic wird valantic Trading Solutions AG ', ['https://www.valantic.com/impressum-und-rechtshinweise/'], None]",Mittelstraße 10 39114 Magdeburg,"[51.27476, 6.79986]"
106,2262,"(['PAGE TITLE: KonsoleH Login', [None], None], None)","['PAGE TITLE: KonsoleH Login', [None], None]",,"[-1.0, -1.0]"
107,2263,"([None, None, None], None)","[None, None, None]",,"[-1.0, -1.0]"
108,2264,"([None, None, None], None)","[None, None, None]",,"[-1.0, -1.0]"
109,2265,"([None, None, None], None)","[None, None, None]",,"[-1.0, -1.0]"
110,2266,"(['2013 | Bäckerei Apel ---', ['/impressum.html'], None], 'Niestetalstr. 19 34266 Niestetal')","['2013 | Bäckerei Apel ---', ['/impressum.html'], None]",Niestetalstr. 19 34266 Niestetal,"[51.27476, 6.79986]"
111,2267,"([None, None, None], None)","[None, None, None]",,"[-1.0, -1.0]"
112,2268,"(['2018 Lebenshilfe Wolfsburg gemeinnützige Gesellschaft mbH, Wolfsburg', ['https://www.lhwob.de/kontakt/impressum/'], None], 'Suhler Straße 10 38444 Wolfsburg')","['2018 Lebenshilfe Wolfsburg gemeinnützige Gesellschaft mbH, Wolfsburg', ['https://www.lhwob.de/kontakt/impressum/'], None]",Suhler Straße 10 38444 Wolfsburg,"[51.27476, 6.79986]"
113,2269,"(['2018 - Nordzucker AG', ['/footer-navigation/impressum.html'], None], 'Küchenstraße 9 38100 Braunschweig')","['2018 - Nordzucker AG', ['/footer-navigation/impressum.html'], None]",Küchenstraße 9 38100 Braunschweig,"[51.27476, 6.79986]"
114,2270,"(['2018 sepago GmbH | Alle Rechte vorbehalten  KarriereKontaktImpressumDatenschutzBusiness Areas Network & MobilityModern WorkplaceCloud SolutionsData CenterConsulting Services IT-ConsultingIT-SecurityBusiness ConsultingInnovationOrganisations-BeratungManaged Services Citrix Managed ServicesCloud Solution ProviderManaged SOCUnternehmen Über unsKarriereEventsTeamKontaktBlog                                 Toggle navigation     {', ['https://www.sepago.de/impressum/'], None], 'NO!')","['2018 sepago GmbH | Alle Rechte vorbehalten  KarriereKontaktImpressumDatenschutzBusiness Areas Network & MobilityModern WorkplaceCloud SolutionsData CenterConsulting Services IT-ConsultingIT-SecurityBusiness ConsultingInnovationOrganisations-BeratungManaged Services Citrix Managed ServicesCloud Solution ProviderManaged SOCUnternehmen Über unsKarriereEventsTeamKontaktBlog                                 Toggle navigation     {', ['https://www.sepago.de/impressum/'], None]",NO!,"[51.27476, 6.79986]"
115,2271,"(['011 Kriss AB. All rights reserved.', ['https://www.kriss.de/de/content/13-impressum'], None], 'NO!')","['011 Kriss AB. All rights reserved.', ['https://www.kriss.de/de/content/13-impressum'], None]",NO!,"[51.27476, 6.79986]"
116,2272,"([None, None, None], None)","[None, None, None]",,"[-1.0, -1.0]"
117,2273,"([None, None, None], None)","[None, None, None]",,"[-1.0, -1.0]"
118,2274,"(['Clientis AG 2018\t\t\t        ', ['https://www.clientis.com/de/impressum/'], None], 'NO!')","['Clientis AG 2018\t\t\t        ', ['https://www.clientis.com/de/impressum/'], None]",NO!,"[51.27476, 6.79986]"
119,2275,"([None, None, None], None)","[None, None, None]",,"[-1.0, -1.0]"
120,2276,"(['2013', ['impressum.html'], None], 'Sollingstraße 14 D – 37691 Boffzen')","['2013', ['impressum.html'], None]",Sollingstraße 14 D – 37691 Boffzen,"[51.27476, 6.79986]"
121,2277,"([None, None, None], None)","[None, None, None]",,"[-1.0, -1.0]"
122,2278,"(['PAGE TITLE: Vossmann Logistik - Schwerlastverkehr, Ladungsverkehr, Lagerung, Krandienstleistungen, Begleitfahrzeuge', ['/de/pages/show/impressum'], None], 'Am Gewerbering 1 27243 Prinzhöfte')","['PAGE TITLE: Vossmann Logistik - Schwerlastverkehr, Ladungsverkehr, Lagerung, Krandienstleistungen, Begleitfahrzeuge', ['/de/pages/show/impressum'], None]",Am Gewerbering 1 27243 Prinzhöfte,"[51.27476, 6.79986]"
123,2279,"(['2018 | Liepert Blitzschutz GmbH"";\r', ['https://blitzplanung.de/impressum/'], None], 'NO!')","['2018 | Liepert Blitzschutz GmbH"";\r', ['https://blitzplanung.de/impressum/'], None]",NO!,"[51.27476, 6.79986]"
124,2280,"([None, None, None], None)","[None, None, None]",,"[-1.0, -1.0]"
125,2281,"(['2018 ForFarmers. Alle Rechte vorbehalten.SitemapImpressumDatenschutzerklärungAllgemeine GeschäftsbedingungenCorporate PoliciesZertifizierung', ['/impressum.aspx'], None], 'Industriestraße 7 49377 Vechta-Langförden')","['2018 ForFarmers. Alle Rechte vorbehalten.SitemapImpressumDatenschutzerklärungAllgemeine GeschäftsbedingungenCorporate PoliciesZertifizierung', ['/impressum.aspx'], None]",Industriestraße 7 49377 Vechta-Langförden,"[51.27476, 6.79986]"
126,2282,"([None, None, None], None)","[None, None, None]",,"[-1.0, -1.0]"
127,2283,"([None, None, None], None)","[None, None, None]",,"[-1.0, -1.0]"
128,2284,"([None, None, None], None)","[None, None, None]",,"[-1.0, -1.0]"
129,2285,"([None, None, None], None)","[None, None, None]",,"[-1.0, -1.0]"
